Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Cluster
45.652174,56.914286,39.664804,47.790619,3.721841,12.172387,3.631517,18.887792,12.026952,6.832298,12.102721,2.931745,C1
43.478261,7.885714,67.039106,73.351462,31.537708,15.144397,0.059242,58.193485,29.83201,16.149068,8.466819,19.987784,C1
56.521739,71.2,20.670391,23.045547,10.773751,4.289882,29.312796,14.906219,37.022337,11.180124,18.154081,13.31501,C1
52.173913,66.742857,39.106145,28.552005,5.386876,10.080605,20.207346,4.179006,9.793243,6.21118,16.933638,2.397313,C1
8.695652,60.571429,56.424581,63.018355,5.778648,17.859262,1.374408,2.994406,24.681558,32.204969,32.519705,30.065659,C1
56.521739,71.428571,41.899441,26.03671,6.562194,2.920087,2.079384,2.336295,8.390253,2.484472,15.128401,2.320965,C1
10.869565,34.514286,35.75419,66.281441,4.505387,32.177826,25.7109,34.254689,31.013476,26.304348,52.962115,12.459918,C1
56.521739,58.285714,58.100559,40.244731,0.881489,2.37118,31.682464,1.233959,4.356655,0.621118,9.687262,4.886242,C1
30.434783,64.114286,34.636872,40.244731,4.015671,12.825141,8.838863,25.781507,21.229463,3.726708,9.687262,8.123378,C1
10.869565,59.2,56.98324,54.452753,18.805093,6.416279,20.065166,33.201711,26.407606,12.42236,12.102721,22.888991,C1
10.869565,56.685714,40.782123,48.878314,6.464251,8.57482,25.716825,27.163541,31.696511,13.043478,18.764302,10.429073,C1
32.608696,45.142857,59.217877,23.24949,3.721841,8.757789,10.337678,18.361303,15.479047,9.937888,19.476227,5.87876,C1
58.695652,60.342857,53.631285,40.176751,6.660137,10.607259,4.78673,25.255018,15.479047,0.931677,2.110348,2.534738,C1
56.521739,43.2,24.581006,41.876275,2.644466,7.857779,1.972749,0.098717,6.018091,3.10559,14.441902,7.100321,C1
23.913043,69.714286,45.810056,45.615228,9.010774,2.80635,22.369668,8.654163,17.085102,13.664596,21.73913,11.14674,C1
41.304348,59.542857,34.636872,88.71516,3.525955,2.648106,1.9609,10.727213,20.694111,8.074534,13.907958,4.855703,C1
56.521739,9.942857,48.603352,35.825969,6.562194,12.429532,3.163507,3.471537,16.374377,15.52795,13.679125,6.19942,C1
56.521739,66.857143,60.893855,26.580557,6.562194,0.202749,2.381517,1.7769,9.61787,2.484472,16.348843,2.091922,C1
2.173913,74.171429,73.743017,40.924541,9.598433,7.308872,35.5391,7.502468,29.425881,84.47205,18.154081,55.260345,C1
78.043478,58.628571,40.782123,40.244731,7.443683,6.56216,30.586493,7.666996,11.44545,2.57764,8.110857,4.779356,C1
8.695652,75.085714,70.949721,52.209381,11.165524,7.894867,23.104265,37.956565,42.514307,20.496894,9.07704,34.341121,C1
50,61.485714,49.72067,21.685928,4.799216,4.289882,11.013033,4.656137,9.17482,7.670807,23.59522,1.618568,C1
26.086957,85.714286,43.575419,23.24949,11.94907,3.211848,1.996445,45.376769,30.145837,8.074534,14.51818,7.359902,C1
45.652174,69.714286,3.351955,23.861319,5.288932,6.416279,7.381517,16.765383,10.587041,3.726708,9.687262,4.6572,C1
17.391304,79.771429,38.547486,23.113528,9.108717,3.466522,15.130332,5.26489,48.836995,31.055901,21.612001,53.275309,C1
32.608696,59.542857,82.122905,33.650578,3.623898,1.832163,18.388626,4.508062,7.153406,13.043478,16.348843,7.497328,C1
43.478261,53.257143,41.340782,31.475187,6.856024,100,5.189573,19.414281,12.885361,16.149068,10.450038,6.886548,C1
13.043478,69.257143,32.960894,33.378654,9.010774,6.759964,17.055687,21.158276,38.286875,17.391304,45.385202,16.842266,C1
23.913043,63.2,49.162011,49.96601,13.907933,4.737415,13.767773,20.039487,22.46631,13.043478,21.73913,37.700412,C1
21.73913,70.742857,93.296089,18.218899,6.170421,1.560182,9.087678,22.342876,15.100609,40.372671,26.6209,29.775538,C1
60.869565,78.285714,53.631285,47.246771,5.680705,4.690436,3.157583,23.132609,14.906775,2.484472,9.07704,1.801802,C1
34.782609,61.485714,37.430168,38.341264,3.721841,6.072594,3.619668,15.712405,17.491231,22.360248,14.51818,3.695221,C1
32.608696,83.428571,88.826816,13.664174,1.273262,2.096726,12.523697,2.945048,13.079195,6.21118,7.856598,20.705451,C1
67.391304,72.571429,56.424581,40.244731,0.783546,2.096726,27.203791,0.098717,2.215248,6.832298,10.297483,16.750649,C1
45.652174,72.914286,41.340782,19.510537,3.036239,2.37118,5.047393,0.674564,25.318442,7.453416,28.273583,4.687739,C1
23.913043,58.514286,39.664804,42.352141,14.10382,17.186727,15.651659,0.674564,39.560642,23.602484,21.612001,47.014811,C1
13.043478,58.971429,45.251397,51.053705,5.484819,2.096726,21.830569,14.412636,13.079195,22.981366,8.466819,77.859215,C1
30.434783,68,37.430168,42.352141,6.268364,2.657996,5.580569,18.361303,20.65719,13.043478,31.477244,5.237441,C1
8.695652,54.742857,55.865922,33.378654,9.304603,2.526951,15.082938,38.976637,28.115193,14.906832,12.102721,12.429379,C1
71.73913,65.142857,33.519553,43.439837,3.623898,7.511621,13.696682,15.185916,10.014768,3.726708,7.271803,1.908688,C1
30.434783,38.285714,45.810056,26.03671,14.10382,24.114825,64.123223,44.060546,44.009599,27.950311,29.392321,12.39884,C1
47.826087,49.485714,27.932961,36.913664,2.840353,14.79824,2.772512,22.063179,15.100609,18.63354,26.392067,3.374561,C1
56.521739,53.257143,20.670391,33.78654,2.546523,9.230046,1.925355,8.292201,30.062765,6.21118,15.026697,2.626355,C1
56.521739,51.771429,29.608939,35.282121,3.525955,12.65948,7.719194,15.712405,10.873177,1.242236,12.102721,2.504199,C1
13.043478,75.314286,39.106145,23.24949,14.299706,2.967066,4.111374,52.796973,56.036552,23.602484,13.907958,21.697969,C1
58.695652,61.371429,65.921788,42.895989,7.443683,9.128672,5.96564,18.887792,9.728632,1.242236,3.02568,2.504199,C1
23.913043,56.914286,55.307263,16.247451,4.407444,14.612798,10.023697,26.834485,17.777368,9.937888,10.297483,8.779966,C1
45.652174,61.485714,47.486034,44.255608,3.232125,11.927604,29.531991,21.010201,17.195865,4.347826,15.128401,2.382043,C1
56.521739,59.542857,85.47486,41.808294,3.819785,3.733558,1.718009,16.370517,8.381023,0.621118,11.492499,2.046114,C1
47.826087,68.114286,25.698324,33.78654,2.840353,0.450005,8.625592,1.233959,6.018091,2.484472,11.79761,13.605131,C1
67.391304,76.457143,58.100559,40.244731,0.685602,3.466522,26.214455,9.049029,0,2.484472,9.687262,17.086578,C1
10.869565,22.742857,49.72067,47.246771,7.247796,8.058056,29.182464,50.773281,29.112055,22.360248,21.73913,15.208429,C1
65.217391,50.857143,51.955307,44.255608,2.938296,16.363367,23.672986,32.576505,9.811704,4.347826,11.645055,21.6827,C1
8.695652,47.085714,54.189944,38.341264,9.892262,11.0721,22.956161,13.557091,38.489939,26.086957,15.738622,41.746832,C1
67.391304,39.657143,18.994413,23.317471,9.598433,4.198398,4.283175,27.360974,16.05132,1.863354,6.661581,1.282639,C1
39.130435,64,38.547486,26.104691,0.587659,1.547819,36.937204,1.809806,6.221156,13.043478,20.56954,4.122767,C1
56.521739,36.571429,48.044693,48.878314,5.386876,17.735634,6.013033,6.367226,10.125531,3.726708,10.831426,17.224004,C1
56.521739,71.2,62.569832,36.777702,4.60333,7.402829,36.800948,23.659098,20.65719,3.726708,12.102721,9.650328,C1
6.521739,58.628571,54.189944,53.840925,28.20764,7.981406,28.347156,25.929582,47.101717,40.993789,14.51818,43.65552,C1
52.173913,51.771429,32.960894,34.738273,7.541626,15.589457,13.430095,27.903916,16.337456,2.484472,16.933638,3.191327,C1
30.434783,60.457143,28.49162,40.244731,3.525955,16.768866,8.0391,27.360974,20.65719,3.10559,10.882278,7.802718,C1
39.130435,68.228571,55.307263,5.846363,2.840353,12.521017,1.451422,6.959526,12.765368,9.937888,19.374523,3.466178,C1
34.782609,75.657143,48.603352,32.019035,6.660137,2.37118,13.412322,3.520895,9.027137,9.937888,26.6209,24.935105,C1
19.565217,4.571429,11.173184,80.421482,60.235064,48.19009,14.875592,55.363606,84.807089,39.130435,12.941775,24.874027,C1
30.434783,51.2,40.782123,17.131203,4.89716,4.838789,2.64218,2.945048,17.749677,4.968944,34.502924,18.002749,C1
10.869565,62.514286,49.162011,36.913664,11.165524,4.737415,19.567536,17.193156,37.973048,18.63354,12.001017,48.694457,C1
39.130435,90.857143,59.217877,52.209381,2.938296,5.387697,18.430095,2.945048,24.367731,8.695652,39.333842,23.957856,C1
34.782609,60,6.703911,40.244731,4.407444,2.096726,74.851896,9.213557,4.430497,5.590062,8.466819,11.192548,C1
21.73913,50.857143,27.374302,63.562203,17.335945,11.97211,16.954976,2.945048,14.943696,59.006211,32.519705,17.895862,C1
10.869565,24.114286,64.24581,51.665534,19.000979,11.346553,32.796209,43.780849,31.013476,16.770186,21.612001,21.66743,C1
52.173913,60.571429,35.195531,29.095853,4.3095,10.755613,8.613744,3.553801,9.460956,6.832298,16.348843,1.939227,C1
19.565217,68,43.01676,34.194426,7.639569,11.97211,23.868483,6.367226,19.937235,16.149068,12.941775,14.933578,C1
28.26087,55.542857,17.877095,52.005438,10.186092,9.489665,8.471564,32.658769,18.645006,14.285714,20.56954,10.032066,C1
60.869565,68.457143,40.223464,42.28416,7.149853,3.951142,8.945498,28.430405,16.05132,3.10559,9.687262,1.404795,C1
17.391304,68.571429,28.49162,19.782461,9.20666,4.289882,37.35782,10.348799,35.443973,18.012422,15.128401,18.750954,C1
56.521739,29.028571,33.519553,36.913664,12.732615,6.485511,3.074645,2.945048,18.035813,7.453416,10.475464,10.093144,C1
26.086957,80.228571,50.27933,55.948334,13.222331,0.472258,3.584123,3.389273,23.093963,27.329193,33.282482,0,C1
39.130435,63.314286,29.050279,40.244731,3.819785,3.466522,28.856635,6.959526,7.78106,5.590062,5.441139,10.917697,C1
13.043478,75.771429,77.094972,55.472468,9.402547,14.058946,4.10545,23.659098,19.217279,16.149068,18.154081,2.717972,C1
65.217391,55.657143,22.346369,14.887831,3.134182,2.37118,24.964455,2.385653,1.587595,3.10559,13.907958,13.421896,C1
63.043478,81.6,56.424581,21.685928,1.371205,4.838789,1.800948,2.385653,7.596456,4.968944,13.679125,4.397618,C1
50,80.114286,37.988827,46.159075,9.108717,3.436851,3.631517,45.179335,25.549197,4.968944,16.348843,9.833562,C1
78.26087,39.085714,34.078212,40.244731,4.113614,1.822273,89.798578,1.809806,7.282629,3.10559,8.110857,14.612918,C1
21.73913,50.742857,76.536313,33.378654,8.031342,7.034418,22.71327,18.427114,21.174082,14.906832,8.466819,9.222782,C1
13.043478,67.314286,35.75419,28.484024,10.577865,4.289882,37.973934,16.617308,37.022337,19.875776,33.282482,31.59261,C1
39.130435,82.057143,69.832402,52.209381,2.44858,3.740975,16.469194,2.945048,17.408159,8.695652,37.528604,22.262941,C1
56.521739,64.457143,56.98324,17.335146,2.938296,2.645633,10.094787,0.098717,21.515599,2.484472,16.882787,5.451214,C1
56.521739,41.714286,50.837989,40.244731,8.129285,2.920087,47.191943,1.233959,23.352409,20.496894,8.110857,14.078485,C1
78.26087,79.542857,40.223464,23.24949,2.44858,0.998912,18.11019,1.809806,6.959572,3.726708,11.772184,14.338067,C1
34.782609,47.2,2.234637,42.828008,5.288932,2.662941,12.020142,11.00691,11.786967,8.074534,19.374523,8.04703,C1
60.869565,46.857143,35.75419,48.334466,5.093046,12.038869,7.008294,26.307996,14.325272,0.621118,12.102721,2.16827,C1
6.521739,7.885714,32.960894,64.78586,23.408423,41.098803,12.138626,53.257651,47.766291,29.813665,12.001017,24.080012,C1
13.043478,70.057143,39.106145,40.992522,10.773751,14.303729,3.720379,25.748602,22.383238,13.664596,16.933638,3.695221,C1
71.73913,49.028571,30.726257,40.244731,6.953967,3.706359,9.170616,14.116486,8.860993,1.242236,5.441139,1.496412,C1
23.913043,46.171429,73.743017,23.24949,8.031342,8.896252,31.409953,42.941757,68.275798,2.484472,11.772184,6.123072,C1
2.173913,71.657143,63.128492,30.387492,14.397649,37.061122,68.169431,20.483712,38.203803,20.496894,12.102721,56.02382,C1
58.695652,49.828571,16.759777,31.067301,3.819785,0.450005,4.851896,0.098717,12.977663,4.968944,11.390796,4.687739,C1
56.521739,5.485714,32.402235,80.421482,21.253673,44.622194,1.652844,4.096742,21.838656,19.875776,26.392067,12.139258,C1
2.173913,62.628571,70.949721,66.825289,29.970617,3.733558,35.349526,31.638697,47.932435,57.763975,13.907958,56.329211,C1
78.26087,66.628571,49.72067,23.24949,2.44858,0.998912,17.280806,0.674564,6.645745,0.621118,11.772184,16.155138,C1
39.130435,58.514286,21.22905,31.475187,5.386876,3.192068,4.905213,2.385653,17.721986,7.453416,21.179761,3.893724,C1
34.782609,86.171429,84.916201,17.878994,2.15475,7.583325,9.336493,1.233959,20.574119,11.180124,9.50928,8.718888,C1
71.73913,46.285714,25.139665,40.244731,4.3095,6.56216,34.087678,8.473182,15.737493,1.863354,6.661581,1.969766,C1
32.608696,62.857143,32.960894,40.244731,7.835455,9.242409,44.905213,9.772952,17.122023,7.453416,8.136283,8.04703,C1
39.130435,6.857143,11.731844,49.422162,18.315377,15.540006,3.299763,30.306022,38.609932,11.801242,18.611747,11.986563,C1
45.652174,1.6,10.614525,77.43032,33.006856,49.255761,7.014218,50.148075,54.024368,25.465839,11.950165,13.666209,C1
45.652174,56,61.452514,32.834806,1.762977,3.466522,45.035545,8.111221,11.833118,6.21118,9.687262,2.901206,C1
13.043478,78.171429,43.01676,15.363698,6.072478,2.920087,6.646919,0.098717,26.58298,45.341615,26.010679,16.613223,C1
41.304348,57.714286,55.865922,80.217539,2.938296,0.47473,1.409953,11.286607,20.694111,4.968944,11.492499,3.939533,C1
36.956522,69.828571,40.782123,22.773623,3.232125,8.025912,0.562796,18.361303,13.180727,8.695652,35.697941,5.191632,C1
45.652174,64.457143,45.251397,40.244731,6.464251,1.987934,22.731043,25.304376,19.448034,1.863354,6.661581,5.451214,C1
8.695652,60.114286,47.486034,55.948334,18.70715,2.373652,22.369668,22.589668,36.283921,27.950311,34.502924,39.838143,C1
17.391304,2.171429,20.670391,61.522774,36.532811,27.336564,1.072275,22.885818,100,56.521739,12.941775,59.489998,C1
21.73913,69.142857,37.430168,33.378654,14.299706,11.44051,26.32109,41.131951,26.121469,11.801242,21.789982,18.934188,C1
56.521739,62.285714,39.106145,38.409245,3.134182,14.714173,10.278436,9.032577,6.85804,6.21118,13.323163,2.687433,C1
32.608696,13.714286,34.078212,47.790619,37.4143,18.949659,7.529621,7.33794,33.219494,20.496894,16.781083,31.59261,C1
15.217391,91.771429,50.837989,25.696805,5.680705,2.645633,9.680095,2.385653,16.143622,20.496894,11.772184,46.709421,C1
0,52,11.173184,82.39293,21.841332,21.543369,22.292654,58.22639,75.743031,52.173913,7.068396,69.460986,C1
39.130435,3.314286,13.407821,33.650578,25.269344,23.496687,3.216825,7.502468,44.304966,23.602484,15.967455,17.132387,C1
56.521739,66.4,39.106145,48.878314,5.778648,20.203244,4.306872,5.791379,13.29149,3.726708,10.831426,16.307833,C1
34.782609,86.171429,84.916201,17.878994,2.15475,7.583325,9.336493,1.233959,20.574119,11.180124,9.50928,8.718888,C1
60.869565,69.485714,27.932961,39.42896,2.938296,2.37118,5.136256,1.233959,7.282629,3.726708,11.924739,8.947931,C1
26.086957,66.171429,36.871508,53.297077,11.165524,9.405598,8.471564,10.398157,40.769799,9.937888,23.59522,6.688044,C1
45.652174,25.028571,38.547486,24.813052,26.640548,59.440214,6.386256,0.098717,36.071626,37.888199,16.501398,17.95694,C1
58.695652,67.2,72.625698,40.244731,0.783546,1.288201,23.436019,24.284304,15.451357,1.242236,12.102721,2.565277,C1
23.913043,7.771429,31.284916,28.212101,11.851126,37.763327,8.382701,0.098717,36.70851,12.42236,30.867023,10.429073,C1
56.521739,65.257143,63.128492,8.293678,1.175318,3.192068,4.081754,1.233959,6.534982,3.10559,22.984999,16.39945,C1
8.695652,62.742857,33.519553,20.870156,15.181195,14.454554,11.759479,43.320171,38.766845,11.801242,3.02568,19.270118,C1
26.086957,43.085714,36.871508,35.690007,14.593536,6.072594,27.114929,38.499506,24.395422,10.559006,21.179761,12.490457,C1
26.086957,64,40.782123,23.24949,10.577865,5.924241,10.136256,49.078644,33.597932,8.074534,6.661581,8.214995,C1
28.26087,66.285714,38.547486,18.354861,5.778648,2.645633,0.473934,1.809806,23.730847,14.285714,42.359522,5.787143,C1
47.826087,22.514286,31.284916,40.720598,11.459354,42.154584,32.825829,20.483712,27.847517,10.559006,16.882787,7.817987,C1
52.173913,45.485714,21.787709,20.054385,7.639569,1.822273,17.849526,2.385653,9.497877,3.726708,18.764302,20.323714,C1
30.434783,72.8,69.273743,32.562882,2.44858,8.082781,14.484597,16.946364,20.371054,9.31677,13.907958,14.811422,C1
41.304348,36.685714,32.402235,24.065262,1.077375,10.876768,6.386256,16.123725,16.5036,8.074534,22.400203,17.33089,C1
58.695652,51.428571,64.804469,40.244731,1.860921,4.027792,44.117299,11.862455,10.236293,1.863354,4.830918,2.519469,C1
45.652174,64.914286,44.134078,42.96397,3.134182,0.998912,3.631517,32.017111,12.977663,6.832298,11.950165,15.529088,C1
10.869565,64.8,54.189944,50.509857,19.000979,10.360004,21.60545,30.009872,37.63153,11.180124,9.07704,20.415331,C1
21.73913,42.057143,30.167598,53.229096,9.402547,4.27752,8.927725,3.389273,25.899945,19.875776,43.579964,11.849137,C1
26.086957,82.857143,46.368715,23.24949,9.010774,3.211848,1.024882,48.025666,31.013476,7.453416,15.128401,6.764392,C1
47.826087,17.028571,39.106145,43.64378,39.764936,17.461181,27.322275,2.945048,20.860255,14.285714,9.94152,21.911742,C1
13.043478,64.114286,71.50838,33.378654,29.480901,2.917614,24.075829,26.554788,66.946649,25.465839,17.289601,38.921973,C1
45.652174,67.771429,43.575419,15.431679,2.056807,3.192068,6.386256,10.315893,7.282629,6.832298,16.933638,3.176057,C1
13.043478,74.4,39.664804,26.7845,9.794319,3.192068,25.633886,14.346825,34.493262,18.63354,39.333842,28.813559,C1
34.782609,70.171429,91.620112,47.246771,8.031342,18.405697,1.060427,40.111879,20.435665,4.968944,15.738622,3.893724,C1
45.652174,83.657143,56.98324,38.00136,4.407444,6.759964,6.095972,0.674564,12.654606,14.906832,100,41.212399,C1
6.521739,34.742857,44.692737,38.477226,6.072478,9.17565,33.388626,26.538335,21.450988,15.52795,11.492499,12.475187,C1
69.565217,67.314286,55.865922,44.255608,0.979432,4.289882,31.285545,0.674564,19.623408,3.26087,11.645055,3.42037,C1
56.521739,74.171429,40.223464,31.475187,1.273262,4.838789,28.75,10.941099,5.381207,6.21118,26.392067,5.909299,C1
10.869565,78.285714,41.899441,33.514616,7.541626,3.211848,2.938389,41.131951,27.275245,59.627329,17.54386,9.573981,C1
13.043478,70.057143,69.832402,47.246771,10.381978,11.838592,7.719194,23.659098,19.789551,13.664596,14.51818,4.779356,C1
76.086957,73.828571,59.776536,40.244731,3.428012,3.211848,7.665877,17.308325,8.860993,3.10559,10.882278,2.519469,C1
58.695652,1.257143,16.201117,39.632903,63.075416,55.048957,9.081754,45.689372,60.125531,19.254658,14.314772,15.101542,C1
56.521739,67.657143,52.513966,32.562882,1.665034,4.015429,30.918246,10.941099,7.910282,3.10559,26.392067,2.702703,C1
47.826087,4.685714,2.234637,53.704963,62.291871,60.535555,13.696682,57.074696,43.981909,23.602484,11.79761,41.823179,C1
67.391304,46.057143,54.189944,23.24949,0.587659,5.387697,44.834123,2.945048,8.71331,9.31677,7.856598,1.786532,C1
52.173913,90.857143,56.98324,27.668253,0.783546,4.838789,0.580569,7.33794,4.430497,2.484472,15.128401,3.374561,C1
34.782609,60.457143,50.837989,4.690687,3.330069,10.053407,6.013033,45.91971,14.325272,9.31677,18.764302,3.114979,C1
56.521739,65.485714,59.217877,29.095853,6.464251,13.81169,15.7109,28.956894,23.241647,10.248447,16.399695,6.077264,C1
19.565217,0,55.865922,15.091774,8.423115,4.564336,28.927725,3.504442,24.450803,23.602484,19.959319,48.694457,C1
13.043478,66.171429,45.251397,56.016315,10.969638,35.256157,8.003555,28.430405,20.084918,13.043478,22.2985,22.980608,C1
45.652174,67.771429,67.039106,31.883073,2.350637,7.8108,0.888626,8.473182,5.325826,13.043478,9.50928,3.282944,C1
50,66.628571,37.988827,21.14208,8.521058,5.184947,3.921801,15.185916,10.014768,3.726708,7.271803,3.237135,C1
13.043478,66.971429,35.195531,33.378654,7.835455,3.466522,21.629147,17.193156,31.64113,18.63354,21.179761,19.361735,C1
34.782609,77.6,86.592179,37.117607,5.484819,5.936604,1.854265,1.809806,12.026952,9.31677,14.263921,15.101542,C1
47.826087,66.514286,78.212291,63.222298,4.995103,0.746712,0.432464,0.559395,18.80192,4.347826,13.323163,2.870667,C1
52.173913,22.742857,51.955307,43.439837,30.950049,1.832163,21.066351,29.944061,18.303489,22.360248,0,27.118644,C1
76.086957,25.371429,29.608939,40.244731,8.423115,10.854515,22.008294,10.941099,11.159313,12.42236,11.212815,10.627577,C1
58.695652,9.485714,13.96648,45.07138,4.015671,4.289882,14.158768,0.674564,9.811704,6.832298,11.390796,4.764086,C1
56.521739,50.171429,18.994413,34.330387,2.44858,8.132232,2.103081,0.098717,18.035813,6.832298,15.026697,2.595816,C1
34.782609,74.057143,53.072626,19.782461,0.097943,2.096726,5.580569,32.576505,13.928374,12.42236,32.67226,21.087189,C1
15.217391,66.971429,31.284916,31.883073,9.990206,2.643161,19.656398,14.906219,32.278014,8.074534,16.933638,15.620705,C1
34.782609,11.885714,18.435754,19.986404,18.41332,18.558995,37.079384,76.850938,20.241831,21.118012,12.941775,6.48954,C1
43.478261,68,79.329609,54.860639,7.247796,12.300959,4.905213,7.897335,7.245708,6.832298,24.205441,5.115285,C1
67.391304,19.885714,16.759777,14.276003,5.190989,2.920087,28.96327,2.945048,10.762415,4.968944,6.05136,6.413193,C1
34.782609,48.685714,50.27933,17.131203,4.015671,25.143408,19.632701,0.575847,11.039321,8.695652,21.789982,39.838143,C1
30.434783,64.457143,61.452514,46.702923,4.505387,14.058946,4.478673,17.834814,11.159313,5.590062,15.433511,6.168881,C1
23.913043,20.685714,35.195531,32.834806,8.814887,15.47572,38.507109,23.445212,26.112239,14.906832,17.137046,10.566499,C1
45.652174,76.228571,58.659218,21.14208,5.680705,5.432203,8.062796,12.01053,12.313088,3.726708,9.687262,3.802107,C1
34.782609,81.485714,81.564246,37.117607,6.268364,5.936604,1.854265,1.809806,9.811704,8.074534,14.263921,13.803634,C1
56.521739,66.857143,65.921788,12.032631,1.567091,4.289882,18.353081,1.233959,5.916559,4.968944,15.738622,16.903344,C1
47.826087,36.342857,22.905028,32.834806,8.716944,17.540303,43.809242,32.13228,20.371054,1.242236,6.661581,4.290731,C1
45.652174,74.514286,62.569832,32.834806,1.665034,3.466522,47.665877,8.111221,9.027137,4.347826,9.687262,3.557795,C1
26.086957,72.228571,62.011173,38.341264,6.562194,21.451884,0.616114,13.063508,16.918959,9.31677,9.94152,5.054207,C1
78.26087,74.742857,35.75419,23.24949,4.995103,0.175551,61.753555,2.385653,9.497877,2.484472,11.772184,22.171324,C1
34.782609,31.2,27.932961,46.295037,5.876592,25.47473,3.60782,11.286607,9.61787,9.937888,28.273583,8.444037,C1
26.086957,64.8,18.994413,55.948334,14.887365,3.881911,2.446682,3.389273,20.952557,13.664596,19.959319,10.581768,C1
34.782609,68.914286,0,40.244731,5.386876,4.564336,61.481043,12.059888,6.018091,3.726708,12.712942,8.764697,C1
17.391304,65.828571,55.307263,33.378654,12.634672,5.098408,22.079384,54.919381,38.489939,16.149068,13.323163,19.941976,C1
47.826087,56.8,11.173184,34.738273,2.252693,12.085847,1.273697,23.659098,12.479232,11.801242,17.54386,3.664682,C1
10.869565,60.571429,47.486034,69.00068,4.505387,7.536347,9.2891,28.956894,42.228171,29.409938,55.987796,12.902733,C1
30.434783,65.942857,36.871508,47.790619,4.995103,8.389378,11.255924,12.537019,21.515599,7.453416,30.867023,3.4051,C1
13.043478,57.714286,36.312849,35.825969,6.953967,13.636139,32.511848,42.727871,24.395422,19.565217,36.918383,11.299435,C1
45.652174,9.6,5.027933,37.457512,36.630754,27.121452,13.151659,35.850609,21.810965,28.354037,14.314772,16.063521,C1
56.521739,22.285714,25.139665,35.146159,12.438786,11.97211,9.03436,1.233959,13.928374,6.832298,14.51818,2.901206,C1
56.521739,54.628571,48.603352,48.878314,8.814887,14.79824,25.746445,18.361303,10.014768,3.10559,4.246123,3.649412,C1
45.652174,76.457143,70.391061,40.244731,1.665034,2.645633,17.535545,2.385653,3.729001,3.10559,10.297483,0.885631,C1
15.217391,49.714286,77.653631,32.834806,11.263467,2.373652,47.263033,14.116486,23.40779,11.801242,48.410882,26.93541,C1
41.304348,87.428571,90.502793,17.878994,2.938296,11.151221,0.746445,10.579138,18.986524,14.906832,9.50928,10.352726,C1
34.782609,81.142857,83.798883,37.117607,2.252693,6.759964,1.854265,2.945048,30.699649,8.695652,14.263921,15.101542,C1
56.521739,68.8,17.877095,33.650578,9.010774,0,0.776066,7.897335,1.402991,4.347826,15.738622,3.695221,C1
8.695652,86.971429,47.486034,37.117607,24.387855,7.857779,6.943128,8.078315,24.053904,20.496894,14.263921,19.117423,C1
8.695652,73.942857,28.49162,37.117607,24.877571,8.406686,16.32109,10.924646,41.452834,37.888199,14.263921,16.582684,C1
23.913043,53.828571,39.664804,32.834806,4.701273,3.337949,29.721564,35.867062,22.447849,8.074534,5.441139,12.582074,C1
63.043478,4.914286,7.26257,39.42896,18.511263,60.644348,4.437204,90.934518,71.857116,6.21118,11.924739,4.794625,C1
39.130435,74.4,39.106145,40.244731,5.876592,7.857779,26.161137,1.809806,17.085102,4.347826,6.839563,7.191938,C1
23.913043,77.714286,70.949721,38.341264,3.036239,0.450005,4.022512,32.576505,76.896806,30.434783,9.94152,19.80455,C1
39.130435,52.228571,26.256983,55.60843,10.871694,6.80447,19.561611,25.255018,18.645006,8.695652,13.323163,7.298824,C1
23.913043,31.885714,10.055866,15.363698,5.680705,32.551182,2.867299,0.674564,25.318442,12.42236,13.907958,6.550618,C1
65.217391,55.771429,18.994413,15.431679,2.44858,2.920087,24.751185,0.674564,1.587595,2.484472,11.441648,13.421896,C1
47.826087,78.171429,73.743017,37.117607,2.15475,2.895361,0.68128,1.233959,14.2422,16.149068,24.815662,6.352115,C1
58.695652,29.942857,48.044693,40.244731,7.541626,2.376125,80.468009,11.862455,17.620454,28.571429,11.212815,5.191632,C1
32.608696,68.457143,65.363128,44.255608,0.29383,7.583325,19.656398,2.945048,13.079195,9.937888,11.645055,18.369217,C1
45.652174,74.057143,59.217877,40.244731,2.350637,4.015429,79.626777,1.168147,8.907144,5.590062,6.661581,9.864101,C1
23.913043,83.2,47.486034,22.773623,2.644466,10.99545,5.811611,0.098717,25.632269,17.391304,47.876939,25.744388,C1
30.434783,63.314286,54.748603,26.104691,2.546523,15.329839,46.374408,2.994406,8.860993,8.074534,15.128401,8.97847,C1
36.956522,64.228571,49.162011,30.931339,2.15475,0.462368,1.404028,21.010201,13.180727,4.347826,42.359522,4.825164,C1
39.130435,84.342857,64.804469,7.74983,2.546523,5.387697,2.026066,2.385653,9.027137,17.391304,18.764302,2.443121,C1
5.869565,66.742857,38.547486,50.509857,15.96474,4.462961,15.118483,24.037512,49.049289,30.434783,11.314518,26.278821,C1
32.608696,67.314286,30.167598,40.244731,8.619001,2.662941,55.047393,15.366897,26.776814,7.142857,3.635901,11.894946,C1
34.782609,39.428571,27.932961,34.194426,6.660137,7.308872,2.28673,5.248437,4.042828,10.559006,28.451564,24.324324,C1
34.782609,85.828571,70.949721,40.244731,5.680705,5.906933,39.638626,11.533399,9.913236,9.31677,8.060005,10.474882,C1
