Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Cluster
47.826087,68.75,77.142857,70.949721,16.791298,40.983607,21.183801,7.149853,45.918367,21.666667,28.571429,21.818182,6.171496,8.193128,13.063508,11.45468,1.863354,7.856598,5.603909,C1
45.652174,59.375,14.971429,7.26257,72.263766,36.557377,34.735202,36.924584,38.77551,32.5,60.31746,23.636364,47.792009,6.646919,39.552484,36.763891,14.906832,4.246123,9.009009,C1
78.26087,60.9375,88.914286,62.569832,40.244731,14.590164,47.975078,1.371205,38.77551,75.833333,60.31746,12.727273,6.485511,2.742891,1.233959,4.11667,3.10559,10.882278,14.612918,C1
26.086957,56.25,62.4,53.072626,46.702923,17.704918,36.448598,13.712047,30.612245,46.111111,46.031746,36.363636,41.909801,5.580569,15.712405,15.192911,5.590062,16.348843,5.344327,C1
60.869565,76.5625,45.028571,35.75419,49.96601,34.754098,25.545171,5.778648,34.693878,26.944444,25.396825,20,12.038869,5.912322,26.834485,14.906775,1.863354,14.51818,2.198809,C1
36.956522,75,64.228571,49.162011,30.931339,7.213115,7.943925,2.15475,47.959184,40.555556,19.047619,10.909091,0.462368,1.404028,21.010201,13.180727,4.347826,42.359522,4.825164,C1
47.826087,79.6875,56.8,15.083799,39.42896,11.47541,16.510903,5.093046,59.183673,24.444444,26.984127,16.363636,5.830284,14.377962,16.765383,8.860993,6.832298,18.764302,4.412887,C1
39.130435,51.5625,57.257143,32.402235,37.32155,34.918033,24.299065,11.165524,46.938776,35.277778,31.746032,23.636364,4.685491,6.404028,30.273116,19.780321,4.347826,15.738622,2.962284,C1
28.26087,68.75,61.942857,40.782123,18.354861,15.57377,21.495327,5.876592,38.77551,70.277778,34.920635,23.636364,1.822273,20.622038,3.520895,58.224109,13.664596,38.113399,6.474271,C1
45.652174,56.25,67.771429,67.039106,31.883073,31.47541,52.024922,2.350637,63.265306,26.944444,20.634921,14.545455,7.8108,0.888626,8.473182,5.325826,13.043478,9.50928,3.282944,C1
58.695652,62.5,60.342857,53.631285,40.176751,34.262295,21.183801,6.660137,51.020408,51.388889,30.15873,20,10.607259,4.78673,25.255018,15.479047,0.931677,2.110348,2.534738,C1
41.304348,62.5,60.342857,64.24581,56.492182,41.311475,21.183801,4.89716,51.020408,48.611111,76.190476,32.727273,23.669766,6.74763,15.185916,13.180727,4.968944,12.712942,5.664987,C1
76.086957,59.375,73.828571,59.776536,40.244731,37.377049,26.323988,3.428012,51.020408,21.666667,31.746032,18.181818,3.211848,7.665877,17.308325,8.860993,3.10559,10.882278,2.519469,C1
13.043478,46.875,61.828571,36.871508,46.430999,16.721311,4.82866,8.619001,79.591837,24.444444,12.698413,16.363636,2.094254,18.507109,10.924646,20.574119,25.465839,21.764556,17.147656,C1
56.521739,60.9375,41.714286,50.837989,40.244731,8.196721,26.323988,8.129285,51.020408,13.611111,14.285714,10.909091,2.920087,47.191943,1.233959,23.352409,20.496894,8.110857,14.078485,C1
45.652174,60.9375,49.485714,26.815642,53.840925,39.016393,30.062305,4.799216,42.857143,29.722222,38.095238,23.636364,10.221541,1.291469,31.605791,26.693742,4.968944,23.59522,3.359291,C1
6.521739,53.125,34.742857,46.368715,39.021074,33.278689,33.64486,6.268364,59.183673,29.722222,12.698413,29.090909,1.987934,38.193128,29.64791,25.447665,9.937888,11.492499,13.055428,C1
26.086957,56.25,82.857143,46.368715,23.24949,41.803279,27.725857,9.010774,51.020408,48.611111,36.507937,23.636364,3.211848,1.024882,48.025666,31.013476,7.453416,15.128401,6.764392,C1
19.565217,76.5625,0,55.865922,15.091774,82.622951,17.757009,8.423115,51.020408,63.333333,20.634921,16.363636,4.564336,28.927725,3.504442,24.450803,23.602484,19.959319,48.694457,C1
30.434783,64.0625,64.114286,45.251397,32.019035,45.57377,14.953271,17.531832,63.265306,21.666667,12.698413,16.363636,6.485511,20.622038,2.945048,17.43585,8.695652,33.892703,4.046419,C1
34.782609,62.5,48.571429,18.994413,44.459551,35.081967,40.186916,5.974535,42.857143,27.222222,38.095238,16.363636,2.662941,17.061611,17.851267,19.448034,1.863354,10.882278,3.359291,C1
47.826087,59.375,17.028571,39.106145,43.64378,57.377049,38.785047,39.764936,51.020408,40.555556,28.571429,10.909091,17.461181,27.322275,2.945048,20.860255,14.285714,16.882787,21.911742,C1
13.043478,62.5,78.171429,43.01676,15.363698,27.04918,13.707165,6.072478,63.265306,62.222222,19.047619,14.545455,2.920087,6.646919,0.098717,26.58298,45.341615,26.010679,16.613223,C1
39.130435,78.125,52.228571,26.256983,55.60843,12.459016,18.224299,10.871694,42.857143,44.722222,36.507937,18.181818,6.80447,19.561611,25.255018,18.645006,8.695652,13.323163,7.298824,C1
43.478261,65.625,37.371429,26.256983,48.878314,12.459016,21.495327,7.149853,51.020408,35.277778,38.095238,23.636364,36.336663,6.024882,12.537019,16.918959,4.347826,7.271803,4.535044,C1
52.173913,64.0625,59.085714,30.167598,34.194426,34.262295,11.05919,4.701273,34.693878,43.333333,23.809524,18.181818,8.389378,2.494076,13.063508,11.897729,2.484472,12.102721,1.969766,C1
65.217391,54.6875,7.657143,5.027933,24.541128,23.606557,10.436137,28.795299,46.938776,56.666667,39.68254,18.181818,22.94778,7.861374,16.057914,44.304966,13.043478,16.781083,13.421896,C1
67.391304,71.875,1.257143,36.312849,8.973487,63.278689,13.707165,2.252693,51.020408,32.5,6.349206,5.454545,3.192068,6.741706,1.233959,6.221156,2.484472,13.907958,16.857536,C1
8.695652,32.8125,62.057143,33.519553,18.694765,37.540984,18.691589,13.418217,51.020408,35.277778,25.396825,25.454545,14.454554,16.344787,54.508062,36.108547,19.254658,2.974828,25.301573,C1
19.565217,48.4375,66.742857,41.340782,47.790619,8.852459,7.009346,9.010774,46.938776,54.166667,20.634921,18.181818,2.096726,2.742891,20.138203,31.761122,17.391304,26.6209,65.33822,C1
8.695652,45.3125,69.371429,65.363128,63.018355,40.983607,12.305296,19.882468,55.102041,29.722222,23.809524,30.909091,3.733558,22.369668,19.776242,40.575965,26.708075,47.19044,32.050695,C1
4.347826,54.6875,56.685714,49.72067,40.924541,38.196721,23.208723,11.557297,59.183673,38.055556,9.52381,23.636364,8.81713,31.220379,24.679171,36.773122,68.198758,7.856598,28.920446,C1
65.217391,54.6875,55.085714,24.581006,16.043508,16.393443,4.82866,2.44858,59.693878,59.444444,38.095238,18.181818,2.37118,25.604265,1.809806,1.264538,2.919255,13.297737,13.421896,C1
34.782609,40.625,40.114286,70.391061,40.244731,51.639344,26.323988,3.232125,42.857143,40.555556,6.349206,10.909091,1.560182,44.869668,0.559395,2.556766,8.074534,8.136283,3.771568,C1
30.434783,51.5625,64.114286,34.636872,40.244731,37.377049,26.323988,4.015671,42.857143,35.277778,22.222222,20,12.825141,8.838863,25.781507,21.229463,3.726708,9.687262,8.123378,C1
67.391304,71.875,68.457143,39.106145,12.576479,64.590164,26.94704,1.371205,51.020408,46.111111,7.936508,5.454545,7.583325,4.117299,1.233959,6.848809,2.484472,19.959319,18.369217,C1
21.73913,43.75,71.885714,90.502793,19.238613,41.47541,17.757009,6.562194,67.346939,24.444444,12.698413,10.909091,3.733558,9.046209,25.616979,13.199188,19.875776,16.933638,38.69293,C1
56.521739,67.1875,65.257143,63.128492,8.293678,11.147541,20.404984,1.175318,38.77551,43.333333,25.396825,12.727273,3.192068,4.081754,1.233959,6.534982,3.10559,22.984999,16.39945,C1
56.521739,81.25,49.6,43.01676,33.854521,18.032787,23.05296,1.469148,51.020408,45.833333,55.555556,21.818182,5.936604,0.75237,3.520895,18.995754,13.664596,9.07704,1.588029,C1
47.826087,64.0625,80.114286,74.301676,24.745071,42.131148,38.785047,0.685602,55.102041,18.888889,11.111111,14.545455,11.697656,4.887441,3.520895,14.629869,3.10559,19.959319,17.269812,C1
71.73913,56.25,63.771429,22.346369,40.244731,38.688525,26.323988,3.036239,59.183673,33.888889,9.52381,29.090909,0.202749,21.273697,7.33794,14.20528,1.863354,9.07704,1.740724,C1
10.869565,73.4375,64.8,54.189944,50.509857,38.52459,9.657321,19.000979,51.020408,32.5,34.920635,25.454545,10.360004,21.60545,30.009872,37.63153,11.180124,9.07704,20.415331,C1
47.826087,53.125,96.228571,67.039106,9.85724,13.934426,11.52648,2.44858,55.102041,56.944444,26.984127,16.363636,5.936604,0.28436,0.098717,11.076241,7.453416,9.07704,9.970988,C1
60.869565,46.875,37.714286,22.346369,42.828008,23.114754,19.937695,10.284035,30.612245,24.444444,34.920635,29.090909,3.706359,19.158768,33.201711,20.943327,2.484472,6.05136,1.740724,C1
30.434783,70.3125,71.428571,47.486034,37.457512,56.229508,46.884735,2.840353,59.183673,51.388889,38.095238,25.454545,8.626743,16.332938,20.335637,23.130884,13.043478,39.944063,10.932967,C1
32.608696,62.5,61.828571,57.541899,23.24949,21.311475,17.445483,3.721841,59.183673,51.388889,38.095238,10.909091,2.902779,10.337678,25.255018,15.765184,4.347826,13.323163,5.054207,C1
47.826087,59.375,17.028571,39.106145,43.64378,57.377049,38.785047,39.764936,51.020408,40.555556,28.571429,10.909091,17.461181,27.322275,2.945048,20.860255,14.285714,9.94152,21.911742,C1
45.652174,46.875,76.457143,70.391061,40.244731,36.885246,26.323988,1.665034,51.020408,3.055556,14.285714,10.909091,2.645633,17.535545,2.385653,3.729001,3.10559,10.297483,0.885631,C1
41.304348,64.0625,64.457143,64.804469,47.790619,35.737705,19.314642,4.60333,46.938776,70.277778,52.380952,38.181818,6.485511,4.905213,8.654163,38.923759,19.875776,18.611747,3.191327,C1
8.695652,59.375,56.114286,68.715084,52.209381,54.754098,15.109034,8.227228,55.102041,46.111111,23.809524,21.818182,27.376125,48.187204,5.643304,6.85804,52.173913,20.696669,40.601619,C1
60.869565,68.75,69.485714,27.932961,39.42896,24.42623,16.510903,2.938296,46.938776,46.111111,42.857143,34.545455,2.37118,5.136256,1.233959,7.282629,3.726708,11.924739,8.947931,C1
52.173913,62.5,53.142857,49.72067,32.562882,38.852459,33.64486,9.304603,71.428571,31.111111,32.222222,16.363636,14.281476,1.001185,10.52978,16.882038,5.590062,15.738622,2.992823,C1
34.782609,62.5,100,60.335196,49.422162,35.57377,12.305296,9.598433,55.102041,100,26.984127,25.454545,5.365444,15.278436,38.976637,67.038951,14.906832,7.271803,11.681173,C1
47.826087,56.25,70.514286,22.346369,34.330387,20.655738,11.52648,2.840353,46.938776,59.444444,52.380952,30.909091,1.822273,6.74763,1.233959,5.06738,1.863354,11.79761,14.460223,C1
10.869565,51.5625,78.285714,41.899441,33.514616,34.590164,12.305296,7.541626,30.612245,67.5,25.396825,16.363636,3.211848,2.938389,41.131951,27.275245,59.627329,17.54386,9.573981,C1
28.26087,42.1875,77.142857,68.156425,23.24949,11.47541,17.445483,1.077375,40.816327,16.388889,15.873016,7.272727,4.838789,1.048578,4.096742,9.340964,19.254658,18.154081,3.252405,C1
17.391304,40.625,68.571429,28.49162,19.782461,14.590164,4.82866,9.20666,42.857143,59.444444,1.587302,3.636364,4.289882,37.35782,10.348799,35.443973,18.012422,15.128401,18.750954,C1
8.695652,60.9375,86.971429,47.486034,37.117607,27.704918,8.099688,24.387855,34.693878,73.055556,23.809524,20,7.857779,6.943128,8.078315,24.053904,20.496894,14.263921,19.117423,C1
67.391304,54.6875,72.571429,56.424581,40.244731,19.672131,26.323988,0.783546,59.183673,70.277778,20.634921,14.545455,2.096726,27.203791,0.098717,2.215248,6.832298,10.297483,16.750649,C1
6.521739,20.3125,52.571429,43.575419,46.295037,31.311475,18.068536,27.717924,34.693878,45.833333,33.333333,21.818182,13.391356,28.584123,72.392234,53.452095,53.416149,7.271803,65.185525,C1
30.434783,51.5625,60.457143,28.49162,40.244731,37.540984,26.323988,3.525955,38.77551,40.555556,22.222222,20,16.768866,8.0391,27.360974,20.65719,3.10559,10.882278,7.802718,C1
45.652174,85.9375,86.857143,72.625698,45.615228,33.114754,18.535826,2.350637,46.938776,54.166667,30.15873,14.545455,12.429532,20.746445,0,2.252169,6.21118,29.265192,3.221866,C1
26.086957,64.0625,80.228571,50.27933,55.948334,39.508197,38.94081,13.222331,10.204082,21.666667,25.396825,25.454545,0.472258,3.584123,3.389273,23.093963,27.329193,33.282482,0,C1
34.782609,64.0625,66.285714,58.659218,38.409245,36.721311,52.024922,2.056807,30.612245,35,9.52381,12.727273,3.192068,5.580569,1.809806,20.860255,6.832298,32.062039,20.720721,C1
76.086957,64.0625,65.714286,20.111732,40.244731,15.081967,26.323988,4.89716,59.183673,43.333333,25.396825,14.545455,7.536347,36.984597,3.537348,6.276537,0.621118,3.635901,1.084135,C1
23.913043,46.875,62.514286,75.977654,23.24949,39.344262,33.64486,8.716944,18.367347,35.277778,42.857143,20,14.600435,2.612559,45.755183,12.073103,3.10559,11.772184,6.856009,C1
47.826087,70.3125,78.171429,73.743017,37.117607,33.934426,27.41433,2.15475,71.428571,70.277778,15.873016,14.545455,2.895361,0.68128,1.233959,14.2422,16.149068,24.815662,6.352115,C1
28.26087,67.1875,64.914286,42.458101,18.354861,15.081967,20.404984,6.268364,38.77551,75.833333,30.15873,23.636364,1.822273,20.622038,3.520895,23.41702,14.285714,41.749301,6.535349,C1
2.173913,56.25,81.942857,64.804469,52.073419,24.42623,19.781931,12.830558,59.183673,48.611111,19.047619,21.818182,48.187617,50.533175,28.430405,29.859701,91.925466,7.271803,43.04474,C1
15.217391,62.5,91.771429,50.837989,25.696805,25.245902,15.88785,5.680705,42.857143,81.111111,63.492063,30.909091,2.645633,9.680095,2.385653,16.143622,20.496894,11.772184,46.709421,C1
65.217391,54.6875,55.771429,18.994413,15.431679,16.393443,7.009346,2.44858,55.102041,67.5,46.031746,20,2.920087,24.751185,0.674564,1.587595,2.484472,11.441648,13.421896,C1
8.695652,76.5625,72.228571,70.949721,52.209381,50.491803,17.757009,10.381978,34.693878,32.5,23.809524,21.818182,18.408169,58.370853,3.948667,5.011999,40.993789,23.925756,21.621622,C1
39.130435,87.5,66.171429,30.726257,53.229096,12.786885,18.224299,10.577865,46.938776,35.277778,36.507937,16.363636,8.020967,4.140995,25.781507,19.217279,7.453416,18.154081,4.489235,C1
47.826087,59.375,69.371429,60.893855,26.104691,36.229508,33.64486,3.917728,46.938776,38.055556,31.746032,20,1.241222,40.959716,15.169464,14.611409,2.484472,12.102721,5.771874,C1
56.521739,62.5,68.457143,62.569832,5.778382,9.508197,25.700935,1.762977,38.77551,43.333333,20.634921,12.727273,6.211057,8.062796,1.233959,7.467233,2.484472,18.764302,17.071309,C1
47.826087,59.375,73.142857,62.569832,26.104691,36.885246,33.64486,3.819785,51.020408,35.277778,31.746032,20,2.967066,39.188389,14.116486,9.728632,3.726708,12.102721,6.840739,C1
78.043478,57.8125,58.628571,40.782123,40.244731,20.655738,26.323988,7.443683,54.081633,42.222222,26.031746,16.181818,6.56216,30.586493,7.666996,11.44545,2.57764,8.110857,4.779356,C1
58.695652,70.3125,57.714286,16.201117,34.330387,26.885246,22.58567,2.644466,34.693878,73.055556,50.793651,36.363636,2.373652,7.600711,24.136229,11.076241,3.10559,11.390796,6.016186,C1
28.26087,79.6875,55.542857,17.877095,52.005438,12.459016,14.174455,10.186092,51.020408,37.777778,30.15873,16.363636,9.489665,8.471564,32.658769,18.645006,14.285714,20.56954,10.032066,C1
63.043478,34.375,21.828571,16.201117,39.42896,31.147541,16.510903,12.047013,42.857143,29.722222,30.15873,27.272727,2.967066,16.202607,36.377098,20.943327,4.968944,4.246123,7.13086,C1
30.434783,71.875,58.514286,53.631285,44.527532,38.032787,26.323988,8.619001,30.612245,35.277778,49.206349,23.636364,15.782316,10.485782,19.414281,11.45468,9.937888,28.527841,10.001527,C1
6.521739,51.5625,65.942857,51.396648,40.924541,38.032787,23.208723,18.217434,34.693878,56.666667,15.873016,14.545455,7.294036,21.469194,41.131951,50,56.521739,11.492499,43.502825,C1
13.043478,65.625,66.171429,45.251397,56.016315,49.508197,21.962617,10.969638,51.020408,21.666667,41.269841,32.727273,35.256157,8.003555,28.430405,20.084918,13.043478,22.2985,22.980608,C1
13.043478,53.125,69.257143,32.960894,33.378654,14.42623,17.757009,9.010774,51.020408,56.944444,25.396825,23.636364,6.759964,17.055687,21.158276,38.286875,17.391304,45.385202,16.842266,C1
45.652174,68.75,49.371429,45.251397,44.255608,19.508197,13.707165,4.211557,59.183673,23.055556,23.809524,14.545455,14.612798,24.78673,28.956894,20.65719,6.21118,11.645055,4.214384,C1
41.304348,75.46875,57.714286,55.865922,80.217539,42.622951,25.700935,2.938296,30.612245,43.333333,17.460317,49.090909,0.47473,1.409953,11.286607,20.694111,4.968944,11.492499,3.939533,C1
21.73913,50,69.142857,37.430168,33.378654,29.016393,17.757009,14.299706,51.020408,29.722222,44.444444,18.181818,11.44051,26.32109,41.131951,26.121469,11.801242,21.789982,18.934188,C1
36.956522,100,37.371429,31.843575,30.387492,7.540984,9.501558,8.325171,45.918367,43.333333,19.047619,12.727273,19.491148,6.386256,21.53669,28.41979,11.180124,16.501398,8.9632,C1
34.782609,56.25,75.657143,48.603352,32.019035,27.540984,14.485981,8.716944,34.693878,18.888889,15.873016,16.363636,2.37118,24.24763,3.520895,9.027137,9.937888,26.6209,24.935105,C1
47.826087,56.25,49.485714,27.932961,36.913664,38.032787,20.249221,2.840353,38.77551,27.222222,36.507937,25.454545,14.79824,2.772512,22.063179,15.100609,18.63354,26.392067,3.374561,C1
30.434783,71.875,65.942857,36.871508,47.790619,41.967213,20.249221,4.995103,30.612245,32.5,41.269841,25.454545,8.389378,11.255924,12.537019,21.515599,7.453416,30.867023,3.4051,C1
26.086957,57.8125,85.714286,43.575419,23.24949,41.639344,27.725857,11.94907,51.020408,48.611111,36.507937,23.636364,3.211848,1.996445,45.376769,30.145837,8.074534,14.51818,7.359902,C1
45.652174,45.3125,56,61.452514,32.834806,14.918033,5.451713,1.762977,55.102041,32.5,19.047619,12.727273,3.466522,45.035545,8.111221,11.833118,6.21118,9.687262,2.901206,C1
45.652174,65.625,61.942857,41.340782,22.229776,17.868852,19.314642,4.3095,59.183673,56.944444,11.111111,16.363636,2.645633,6.415877,13.968411,23.41702,6.832298,28.273583,5.222171,C1
45.652174,67.1875,30.057143,27.932961,60.435078,37.04918,31.619938,8.814887,34.693878,32.5,41.269841,23.636364,14.857581,1.694313,34.254689,33.02566,4.347826,11.492499,3.328752,C1
13.043478,54.6875,49.828571,26.815642,30.183549,20.327869,8.255452,9.598433,63.265306,54.166667,23.809524,27.272727,4.838789,68.773697,16.057914,36.071626,24.223602,100,36.478852,C1
17.391304,43.75,64.914286,42.458101,19.442556,21.311475,2.647975,8.227228,75.510204,54.166667,17.460317,23.636364,4.838789,36.569905,12.059888,35.443973,19.875776,33.282482,28.462361,C1
28.26087,62.5,12.8,30.167598,23.385452,18.032787,23.676012,30.754163,30.612245,59.444444,33.333333,25.454545,19.379883,2.126777,1.233959,68.035813,27.329193,29.392321,10.688655,C1
34.782609,75,81.142857,83.798883,37.117607,34.754098,7.009346,2.252693,75.510204,92.5,30.15873,18.181818,6.759964,1.854265,2.945048,30.699649,8.695652,14.263921,15.101542,C1
4.347826,40.625,57.714286,48.044693,40.924541,39.508197,23.208723,7.835455,71.428571,43.333333,9.52381,25.454545,8.058056,28.216825,37.726226,29.112055,72.049689,12.712942,33.883036,C1
52.173913,75,51.771429,32.960894,34.738273,19.836066,20.249221,7.541626,42.857143,35.277778,31.746032,20,15.589457,13.430095,27.903916,16.337456,2.484472,16.933638,3.191327,C1
8.695652,71.875,82.857143,83.240223,92.92998,35.245902,33.64486,5.582762,71.428571,48.611111,63.492063,23.636364,46.906834,5.811611,3.537348,28.41979,45.186335,32.519705,41.823179,C1
56.521739,60.9375,51.771429,51.955307,10.740993,11.311475,17.757009,0.587659,51.020408,35.277778,22.222222,10.909091,4.843735,28.720379,1.233959,4.975078,4.347826,14.51818,16.552145,C1
30.434783,59.375,72.8,69.273743,32.562882,55.901639,52.492212,2.44858,59.183673,46.111111,33.333333,25.454545,8.082781,14.484597,16.946364,20.371054,9.31677,13.907958,14.811422,C1
78.26087,54.6875,57.371429,44.692737,40.244731,14.098361,47.975078,1.665034,46.938776,70.277778,60.31746,14.545455,2.37118,62.35782,0.674564,2.852132,0.621118,5.441139,13.712017,C1
63.043478,93.75,81.6,56.424581,21.685928,34.590164,13.707165,1.371205,71.428571,48.611111,47.619048,29.090909,4.838789,1.800948,2.385653,7.596456,4.968944,13.679125,4.397618,C1
41.304348,75.46875,59.542857,34.636872,88.71516,41.147541,36.292835,3.525955,26.530612,43.333333,15.873016,49.090909,2.648106,1.9609,10.727213,20.694111,8.074534,13.907958,4.855703,C1
34.782609,60.9375,11.885714,18.435754,19.986404,9.344262,17.757009,18.41332,51.020408,21.666667,49.206349,49.090909,18.558995,37.079384,76.850938,20.241831,21.118012,12.941775,6.48954,C1
39.130435,60.9375,74.4,39.106145,40.244731,16.721311,47.975078,5.876592,51.020408,62.222222,22.222222,18.181818,7.857779,26.161137,1.809806,17.085102,4.347826,6.839563,7.191938,C1
34.782609,57.8125,39.428571,27.932961,34.194426,27.868852,14.797508,6.660137,34.693878,18.888889,19.047619,16.363636,7.308872,2.28673,5.248437,4.042828,10.559006,28.451564,24.324324,C1
45.652174,82.8125,53.6,26.256983,41.264446,10.983607,22.897196,4.89716,42.857143,29.722222,34.920635,23.636364,13.391356,0.580569,4.063837,13.180727,4.968944,21.179761,1.023057,C1
32.608696,79.6875,79.542857,78.77095,48.878314,56.885246,21.183801,0.881489,42.857143,16.388889,50.793651,23.636364,11.151221,1.688389,1.233959,16.5036,8.074534,12.102721,20.995572,C1
34.782609,48.4375,4.228571,19.553073,71.380014,53.278689,46.884735,26.738492,42.857143,40.555556,39.68254,20,47.84146,5.657583,38.976637,38.766845,25.465839,14.441902,15.086273,C1
8.695652,42.1875,32,65.363128,60.842964,32.95082,15.109034,29.774731,30.612245,18.888889,17.460317,30.909091,8.896252,24.472749,23.72491,37.816134,26.708075,12.001017,30.981829,C1
26.086957,70.3125,51.2,31.843575,38.545207,13.606557,32.71028,4.89716,36.22449,35.833333,28.571429,16.363636,1.681337,11.214455,24.712076,24.109286,16.770186,14.51818,8.99374,C1
56.521739,60.9375,52.342857,57.541899,48.878314,22.459016,21.495327,6.464251,38.77551,43.333333,77.777778,38.181818,8.389378,10.035545,18.361303,10.873177,3.10559,14.51818,3.954802,C1
32.608696,64.0625,67.657143,67.597765,44.255608,40.983607,13.707165,0,59.183673,29.722222,7.936508,3.636364,8.132232,29.259479,2.945048,9.64556,4.347826,15.738622,17.437777,C1
56.521739,70.3125,68.228571,74.860335,10.740993,9.508197,20.404984,1.762977,42.857143,46.111111,20.634921,12.727273,3.740975,8.062796,1.233959,6.221156,3.726708,19.959319,17.010231,C1
23.913043,57.8125,58.514286,39.664804,42.352141,27.540984,16.978193,14.10382,51.020408,46.111111,28.571429,20,17.186727,15.651659,0.674564,39.560642,23.602484,21.612001,47.014811,C1
34.782609,70.3125,77.6,86.592179,37.117607,34.918033,8.255452,5.484819,71.428571,75.555556,30.15873,16.363636,5.936604,1.854265,1.809806,12.026952,9.31677,14.263921,15.101542,C1
45.652174,48.4375,74.514286,62.569832,32.834806,14.754098,5.451713,1.665034,55.102041,48.611111,22.222222,16.363636,3.466522,47.665877,8.111221,9.027137,4.347826,9.687262,3.557795,C1
6.521739,37.5,70.057143,40.782123,11.080897,23.278689,2.647975,7.247796,87.755102,54.166667,9.52381,12.727273,5.113243,16.161137,6.367226,29.748939,93.167702,16.323417,34.799206,C1
23.913043,57.8125,66.4,41.340782,42.895989,25.901639,15.88785,10.284035,51.020408,48.611111,25.396825,20,14.442192,10.876777,0.674564,29.112055,11.801242,21.612001,51.901054,C1
4.347826,54.6875,62.857143,37.430168,43.303875,33.442623,23.05296,13.907933,42.857143,59.444444,22.222222,27.272727,9.170705,32.150474,16.370517,35.720879,26.708075,1.220442,41.105512,C1
52.173913,65.625,48,15.642458,22.229776,14.098361,7.009346,5.876592,63.265306,35.277778,17.460317,23.636364,1.273366,18.045024,3.520895,6.331918,1.708075,18.154081,2.77905,C1
50,57.8125,76.457143,33.519553,17.878994,34.262295,13.707165,8.423115,42.857143,43.333333,20.634921,25.454545,3.192068,9.43128,5.791379,16.143622,7.670807,21.789982,3.847916,C1
39.130435,43.75,6.857143,11.731844,49.422162,25.245902,13.707165,18.315377,30.612245,46.111111,31.746032,32.727273,15.540006,3.299763,30.306022,38.609932,11.801242,18.611747,11.986563,C1
30.434783,76.5625,64.228571,55.865922,26.104691,19.180328,28.971963,2.44858,63.265306,44.722222,38.095238,18.181818,19.122738,24.472749,3.537348,9.433266,19.875776,21.789982,10.780272,C1
13.043478,50,47.2,34.078212,33.378654,14.754098,17.757009,7.835455,63.265306,51.388889,20.634921,20,3.740975,21.131517,16.041461,36.394683,18.012422,32.67226,16.949153,C1
26.086957,45.3125,64,40.782123,23.24949,42.786885,27.725857,10.577865,71.428571,35.277778,38.095238,23.636364,5.924241,10.136256,49.078644,33.597932,8.074534,6.661581,8.214995,C1
39.130435,73.4375,65.6,51.955307,5.846363,7.704918,13.707165,6.366308,42.857143,27.222222,17.460317,12.727273,10.327861,3.755924,6.959526,11.519291,9.31677,16.933638,3.008093,C1
17.391304,48.4375,70.285714,64.804469,52.209381,31.803279,19.937695,15.181195,91.836735,62.222222,31.746032,27.272727,12.79547,41.735782,9.789404,27.53369,76.397516,20.696669,89.616735,C1
17.391304,64.0625,74.285714,45.251397,21.14208,21.311475,3.738318,7.345739,75.510204,62.222222,17.460317,23.636364,5.113243,27.553318,9.789404,43.354255,18.63354,53.2418,28.599786,C1
28.26087,54.6875,69.942857,53.631285,40.244731,31.147541,26.323988,4.3095,51.020408,48.611111,20.634921,9.090909,6.485511,37.251185,1.809806,11.390068,10.559006,8.136283,14.170102,C1
34.782609,57.8125,31.2,27.932961,46.295037,25.901639,23.987539,5.876592,79.591837,0,6.349206,10.909091,25.47473,3.60782,11.286607,9.61787,9.937888,28.273583,8.444037,C1
34.782609,84.375,60.457143,50.837989,4.690687,7.04918,9.657321,3.330069,55.102041,32.5,52.380952,32.727273,10.053407,6.013033,45.91971,14.325272,9.31677,18.764302,3.114979,C1
34.782609,70.3125,68.8,22.346369,57.919782,35.57377,38.94081,5.386876,38.77551,29.722222,33.333333,18.181818,4.010484,9.241706,11.00691,10.790105,9.31677,22.984999,4.748817,C1
78.26087,67.96875,66.857143,70.391061,61.25085,31.147541,12.305296,1.958864,34.693878,46.111111,9.52381,27.272727,0.202749,1.409953,7.33794,5.002769,0.621118,10.297483,1.725454,C1
10.869565,39.0625,62.514286,49.162011,36.913664,19.180328,10.436137,11.165524,51.020408,59.444444,15.873016,18.181818,4.737415,19.567536,17.193156,37.973048,18.63354,12.001017,48.694457,C1
30.434783,68.75,63.657143,39.664804,27.124405,30.163934,33.64486,5.484819,34.693878,24.444444,28.571429,32.727273,74.114825,54.721564,43.501152,50.156913,0.621118,34.502924,11.726981,C1
0,43.75,64.685714,37.988827,20.870156,30.655738,19.937695,9.892262,46.938776,29.722222,17.460317,21.818182,15.290278,23.39455,42.086213,75.743031,26.708075,13.323163,34.341121,C1
45.652174,65.625,45.257143,41.340782,10.061183,26.229508,7.009346,86.287953,55.102041,86.388889,44.444444,18.181818,5.936604,4.419431,1.233959,12.977663,8.074534,26.010679,4.397618,C1
58.695652,54.6875,73.028571,70.391061,40.244731,36.885246,26.323988,1.077375,38.77551,55.555556,25.396825,20,0.746712,27.274882,19.397828,12.691527,2.484472,10.882278,2.534738,C1
